id_image,reference,chemin_image
1368-1,"Ch. Orgogozo et Y. Lintz (éd.), Vases, bronzes, marbres et autres antiques. Dépôts du musée du Louvre en 1875, Paris, 2007, p. 109, n° 59 (lécythe n° 626).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1368-1
137-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. IV,2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/137-1
1371-1,"British Museum, Department of Greek and Roman Antiquities, photo Dyfri Williams.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1371-1
137-2,"L. Vulliamy, Examples of ornamental sculpture in architecture drawn from the Originals of bronze, marble and Terracotta in Greece, Asia Minor and Italy by Lewis Vulliamy archt. In the years 1818, 1819, 1820, 18 [..] and engraved by Henry Moses, London, 1823-1825, pl. 16.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/137-2
1372-1,"J. D. Barbié du Bocage, Recueil de Cartes géographiques, plans, vues et médailles de l’ancienne Grèce, relatifs au voyage du jeune Anacharsis, précédé d’une analyse critique des cartes, Paris, 1788, pl. 31, n° 3.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1372-1
1372-2,http://66.92.117.75/cgi-bin/showobj?accnum=1970.142.488,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1372-2
137-3,"W. Kinnard (éd.),The Antiquities of Athens measured and delineated by James Stuart, F.R.S. and F.S.A. and Nicholas Revett…, Londres, 1827, vol. IV, pl. II, fig. 1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/137-3
1373-1,Agathe database : http://www.bmimages.com/preview.asp?image=00034598001&imagex=1&searchnum=0002,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1373-1
137-4,"L. Dupré, Voyage à Athènes et Constantinople, Paris, 1835, pl. XIX (détail montrant une stèle vue de côté qui correspond peut-être à la stèle de Philipos de Décélée).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/137-4
1374-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 121.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1374-1
1374-2,"http://www.vroma.org/images/mcmanus_images/archer_aegina.jpg
http://www.vroma.org/images/mcmanus_images/athena_aegina.jpg",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1374-2
1374-3,http://www.vroma.org/images/mcmanus_images/archer_aegina.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1374-3
1374-4,http://www.vroma.org/images/mcmanus_images/herc_aegina.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1374-4
1375-1,Agathe database : http://www.beazley.ox.ac.uk/Sculpture/ashmolean/context/BassaeFriezeA108.htm,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1375-1
1375-2,http://www.beazley.ox.ac.uk/CGPrograms/Cast/ASP/Cast.asp?CastNo=A108.html,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1375-2
1375-3,http://www.beazley.ox.ac.uk/CGPrograms/Cast/image/A107.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1375-3
1375-4,http://www.beazley.ox.ac.uk/CGPrograms/Cast/image/A106.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1375-4
1376-1,"Musée du Louvre, Dép. Arts graphiques, RF 4841.213 (détail) et 4841.96. Dessins de Fauvel.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1376-1
1376-2,"H. Bankel, Carl Haller von Hallerstein in Griechenland 1810-1817, Berlin, 1986, p. 101, fig. 2.10 (dessin de Hallerstein d’après Fauvel)",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1376-2
1376-3,http://www.unige.ch/lettres/archeo/introduction_seminaire/classique/athenes12.html,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1376-3
1376-4,http://www.unige.ch/lettres/archeo/introduction_seminaire/classique/athenes12.html,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1376-4
1377-1,http://fr.wikipedia.org/wiki/Image:Acropolis_Athens_BM_424.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1377-1
1380-1,http://www.coinarchives.com/a/lotviewer.php?LotID=104699&AucID=111&Lot=318,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1380-1
1380-2,"Barbié du Bocage J.D., Recueil de Cartes géographiques, plans, vues et médailles de l’ancienne Grèce, relatifs au voyage du jeune Anacharsis, précédé d’une analyse critique des cartes, Paris, 1788, pl. 27, n° 1.
",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1380-2
1381-1,"BNF, Manuscrits, ms. fr. 22877, I, f. 109 verso (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1381-1
1383-1,British Museum collection database: http://www.britishmuseum.org/collectionimages/AN00357/AN00357742_001_l.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1383-1
1383-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 581 v° (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1383-2
1384-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 665.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1384-1
1384-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 665 v°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1384-2
1385-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 590 (détail)",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1385-1
1385-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 590 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1385-2
1386-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 590 v° (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1386-1
1387-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 227.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1387-1
1388-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 173.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1388-1
1388-2,"Fr. Queyrel, « Un nouveau document sur la collection Choiseul-Gouffier », CRAI (2007), p. 1145, fig. 1 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1388-2
1389-1,"BnF, Estampes, Gb 15 c pet. fol., f. 10 r°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1389-1
1389-2,"B. D. Meritt, « Greek Inscriptions », Hesperia 30 (1961), p. 205, n° 1, pl. 33.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1389-2
1389-3,"BnF, Manuscrits, suppl. gr. 854, f. 341 v° (dessin de Fourmont).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1389-3
1389-4,"BnF, Manuscrits, suppl. gr. 560, f. 16 r°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1389-4
139-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. V,1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/139-1
1396-1,"BnF, Estampes, Gb 15 c, n° 759.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1396-1
1397-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 193.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1397-1
1398-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 202.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1398-1
1399-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 449.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1399-1
1399-2,"RMN, cote cliché n° 07-506510.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1399-2
1399-3,"Centre des Archives diplomatiques de Nantes, B 86 (photo R.-M. Le Rouzic).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1399-3
1399-4,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 190.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1399-4
1400-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 219.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1400-1
1400-2,"A.C. de Tubières comte de Caylus, Recueil d’Antiquités Égyptiennes, Étrusques Grecques, Romaines et Gauloises, Paris, 1752-1767, II, pl. LI, II.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1400-2
1400-3,"Walpole R. (éd.), Memoirs relating to European and Asiatic Turkey, Londres, 1817, détail de la pl. en face de la page 446.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1400-3
1400-4,http://www.britishmuseum.org/collectionimages/AN00259/AN00259776_001_l.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1400-4
140-1,"F. C. H. L. Pouqueville, Voyage dans la Grèce, Paris, 1820, IV, p. 106, n° XIX.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/140-1
1401-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 192.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1401-1
1402-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 220.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1402-1
1402-2,"A.C. de Tubières comte de Caylus, Recueil d’Antiquités Égyptiennes, Étrusques Grecques, Romaines et Gauloises, Paris, 1752-1767, II, pl. LI, I.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1402-2
1402-3,"Walpole R. (éd.), Memoirs relating to European and Asiatic Turkey, Londres, 1817, détail de la pl. en face de la page 446.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1402-3
1402-4,http://www.britishmuseum.org/collectionimages/AN00887/AN00887226_001_l.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1402-4
1403-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 152.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1403-1
1403-2,"E. Dodwell, A Classical and Topographical Tour through Greece during the years 1801, 1805, and 1806, Londres, 1819, t. I, p. 532.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1403-2
1404-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 214.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1404-1
1404-2,"BnF, Estampes, Gb 69, f. 3.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1404-2
1404-3,Image du Louvre.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1404-3
1406-1,"Boeckh, CIG 3616.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1406-1
1410-1,"BnF, Manuscrits, suppl. grec. 560, f. 8 r°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1410-1
1411-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 447 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1411-1
1412-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel),f. 212. ",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1412-1
1412-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 209.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1412-2
1412-3,"A. Jacquemin, “Trois bases à relief de Délos”, BCH 109 (1985), p. 573, fig. 5.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1412-3
1413-1,"Athènes, Bibliothèque Gennadios, fonds Barbié du Bocage, ms. 134, f. 49.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1413-1
1414-1,"BnF, Manuscrits, suppl. grec 560, f. 17 r°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1414-1
1414-2,"A. Conze, Die attischen Grabreliefs, IV, Berlin 1911-1922, pl. 473.
http://diglit.ub.uni-heidelberg.de/diglit/conze1911tafeln/0098?sid=6495a4bb3ae91e796173be150fc361f7",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1414-2
1414-3,"Valentinelli, pl. 42. 
http://www.google.com/books?id=5yIEAAAAYAAJ&pg=PT2&dq=valentinelli,+catalogo+dei+marmi+scolpiti&hl=it#PPT85,M1",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1414-3
1414-4,"J. Stuart et N. Revett, The Antiquities of Athens..., Londres, 1794, III, p. 25.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1414-4
1416-1,"British School at Athens, Archives, Gell’s notebook, inv. 4534 e ",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1416-1
1417-1,"BnF, Estampes, Gb 15 c pet. fol., f. 6, n° 503",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1417-1
1417-2,"J. Stuart et N. Revett, The Antiquities of Athens, Londres, 1762-1830, t. I, p. 25.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1417-2
1418-1,"A. L. Millin, Atlas du Voyage dans les départements du Midi de la France, Paris, 1807, pl. 10,1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1418-1
1419-1,"G. Daux, « Compléments et corrections aux Inscriptiones Thessalonicae », BCH 97 (1973), p. 592, fig. 6.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1419-1
1419-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel),f. 558 v°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1419-2
1420-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), (inscriptions) f. 557.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1420-1
1421-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel),f. 558 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1421-1
1421-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel),(antiquités), f. 135 v°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1421-2
1427-1,"A. Conze, Die attischen Grabreliefs, Berlin, 1900, II, pl. 197.
http://digi.ub.uni-heidelberg.de/diglit/conze1900bd2tafeln2/0020",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1427-1
1428-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 163.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1428-1
1429-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel),f. 195.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1429-1
1429-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 463 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1429-2
1430-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 125.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1430-1
1431-1,"BnF, Estampes, Gb 15 c, f. 7 n° 504.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1431-1
1431-2,"BnF, Estampes, Gb 15 c, f. 11, n° 512.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1431-2
1431-3,"Conze, Die Attischen Grabreliefs,Berlin, 1893-1922, II, p. 230, n° 1065.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1431-3
1431-4,"A. Conze, Die Attischen Grabreliefs, Berlin, 1893-1922, II, pl. 217.
http://digi.ub.uni-heidelberg.de/diglit/conze1900bd2tafeln2/0040",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1431-4
1432-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 145 r°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1432-1
1432-2,"A. Conze, Attischen Grabreliefs, Berlin, 1900, II, pl. 206, n° 1049.
http://digi.ub.uni-heidelberg.de/diglit/conze1900bd2tafeln2/0029",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1432-2
1433-1,"BnF, Estampes, Gb 15 c, f. 137, n° 769.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1433-1
1434-1,"BnF, Estampes, Gb 15 c, f. 52 v°, n° 597.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1434-1
1435-1,"BnF, Estampes, Gb 15 c, f. 22 r°, n° 534.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1435-1
1436-1,"BnF, Estampes, Gb 15 c, f. 22 r°, n° 532.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1436-1
1437-1,"BnF, Estampes, Gb 15 b, f. 234, n° 485",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1437-1
1438-1,"BnF, Estampes, Gb 15 b Pet. Fol, f. 477 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1438-1
1439-1,"BnF, Estampes, Gb 15 b Pet. Fol, f. 477 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1439-1
1440-1,"BnF, Estampes, Gb 15 b, f. 224, n° 465.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1440-1
144-1,"BNF, Manuscrits, ms. fr. 22877, I, f. 96 verso.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/144-1
1441-1,"BnF, Estampes, Gb 15 b, f. 224, n° 463.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1441-1
1441-2,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 171.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1441-2
1442-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 166.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1442-1
1443-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. LIII,4.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1443-1
1443-2,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1443-2
1445-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 101 (100) (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1445-1
1445-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 101 (100) (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1445-2
1446-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 102 (101).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1446-1
1446-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 102 (101).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1446-2
1447-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 110.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1447-1
1447-2,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. XVI, 1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1447-2
1447-3,http://www.britishmuseum.org/research/search_the_collection_database/search_object_details.aspx?objectId=429528&partId=1,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1447-3
1447-4,http://www.britishmuseum.org/research/search_the_collection_database/search_object_image.aspx,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1447-4
1448-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 117.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1448-1
1449-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 241 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1449-1
1449-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 241 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1449-2
1450-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 147.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1450-1
1450-2,http://www.britishmuseum.org/collectionimages/AN00491/AN00491182_001_l.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1450-2
1451-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 143.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1451-1
1451-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 143.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1451-2
1451-3,http://www.britishmuseum.org/research/search_the_collection_database/search_object_image.aspx,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1451-3
1451-4,"BnF, Estampes, Gb 15 a Fol, f. 121 v°, n° 426 , détail.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1451-4
1452-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 265.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1452-1
1453-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 267.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1453-1
1454-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 246.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1454-1
1455-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 247",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1455-1
1456-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 254.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1456-1
1456-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 254.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1456-2
1457-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 294.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1457-1
1458-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 274.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1458-1
1459-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 275.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1459-1
1460-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 238.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1460-1
1460-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon,f. 238.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1460-2
1460-3,Photo British Museum.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1460-3
1460-4,"CVA British Museum 2010, pl. 39, fig. 62.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1460-4
146-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, frontispice des planches",/home/marine/Documents/Musee-Fauvel/base_de_donnees/146-1
1461-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1461-1
1461-2,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (vase de droite)",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1461-2
1462-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1462-1
1462-2,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (vase de gauche)",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1462-2
1463-1,"BnF, Estampes, Gb 15 c, f. 9, n° 508.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1463-1
1464-1,"A. Conze, Die attischen Grabreliefs, Berlin, 1900, II, n° 668, pl. 120.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1464-1
1464-2,"Ph. Le Bas - S. Reinach, Voyage archéologique en Grèce et en Asie Mineure (1842-1844), Paris, 1888, pl. 69, II, p. 80.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1464-2
1465-1,"B. D. Meritt, Greek Inscriptions, Hesperia 23/4 (1954), p. 233-283, n° 149, pl. 60.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1465-1
1466-1,"Athenian Agora XVII, pl. 1, n° 453.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1466-1
1467-1,"BnF, Estampes, Gb 15 a Fol., f. 111, n° 405.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1467-1
1468-1,"BnF, Estampes, Gb 15 a Fol., f. 128 v°, n° 440.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1468-1
1469-1,"BnF, Estampes, Gb 15 a Fol., f. 128 r°, n° 439.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1469-1
1472-1,"Athenian Agora XII, pl. 48, n° 1133.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1472-1
1473-1,Agathe database : http://www.agathe.gr/id/agora/image/2009.05.0051,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1473-1
1478-1,"L. Beschi, « Spigolature dall'Attica », dans Kanon. Festschrift E. Berger, Basel, 1988, pl. 41, fig. 3 (BnF, Estampes, Gb 15 b, f. 38 r, n° 79).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1478-1
1478-2,"L. Beschi, « Spigolature dall’Attica », Kanon, Festschrift E. Berger, Basel, 1988, pl. 41, fig. 2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1478-2
1479-1,"BnF, Estampes, Gb 15 b, f. 67, n° 139 (L. Beschi, Spigolature dall’Attica, pl. 42, 2).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1479-1
1479-2,"L. Beschi, « Spigolature dall’Attica », Kanon, Festschrift E. Berger, Basel, 1988, pl. 42, 1 (d’après l’Archive photographique du DAI d’Athènes, photo SUN 50).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1479-2
1480-1,"Musée du Louvre, Département des Arts graphiques, RF 4841, f. 96 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1480-1
1480-2,"C. Blümel, « Der Fries des Tempels des Athena Nike in der Attischen Kunst des fünften Jahrhunderts vor Christus », Jahrbuch des Deutschen Archaölogischen Instituts 65-66 (1950-1951), p. 165, fig. 28, plaque i.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1480-2
1481-1,"Musée du Louvre, Département des Arts graphiques, RF 4841, f. 96 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1481-1
1481-2,"C. Blümel, « Der Fries des Tempels des Athena Nike in der Attischen Kunst des fünften Jahrhunderts vor Christus », Jahrbuch des Deutschen Archaölogischen Instituts 65-66 (1950-1951), p. 164, fig. 27, plaque o.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1481-2
1482-1,"Musée du Louvre, Département des Arts graphiques, RF 4841, f. 96 (détail) et f. 213 (montage).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1482-1
1482-2,"C. Blümel, « Der Fries des Tempels des Athena Nike in der Attischen Kunst des fünften Jahrhunderts vor Christus », Jahrbuch des Deutschen Archaölogischen Instituts 65-66 (1950-1951), p. 164, fig. 26, plaque g.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1482-2
1482-3,http://upload.wikimedia.org/wikipedia/commons/7/73/Acropolis_Athens_BM_424.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1482-3
1483-1,"Musée du Louvre, Département des Arts graphiques, RF 4841, f. 213 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1483-1
1483-2,"C. Blümel, « Der Fries des Tempels des Athena Nike in der Attischen Kunst des fünften Jahrhunderts vor Christus », Jahrbuch des Deutschen Archaölogischen Instituts 65-66 (1950-1951), p. 165, fig. 29, plaque k.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1483-2
1484-1,"British School at Athens, Archives, Gell’s notebook, inv. 4534 e",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1484-1
1485-1,"Athènes, Musée Benaki, Album de Thomas Hope, vol. IV, inv. 27255, f. 69 v.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1485-1
1486-1,"Athènes, Musée Benaki, Album de Thomas Hope, vol. IV inv. 27255, f. 69 v.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1486-1
